Складские остатки на дату;Код продукции ДКС;Количество;Базовая единица измерения ;Сумма с НДС ;Город;Адрес офиса продаж дистр.;Внутр. код офиса продаж дистр.;Срок доставки
29.05.2024;55122;8;шт;136,19;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;BPL2908;1;шт;444,16;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;51125;1;шт;21,44;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;51125;100;шт;21,44;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00889;1;шт;401,87;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;03263;12;шт;387,71;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;03267;10;шт;321,7;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;05916;1;шт;1260,13;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00594;297;шт;53,16;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00594;4;шт;53,16;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00594;38;шт;53,16;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00594;4;шт;53,16;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;00594;35;шт;53,16;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00594;2;шт;53,16;Краснодар;;;0
29.05.2024;10353;8;шт;306,13;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;10353;3;шт;306,13;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;10353;8;шт;306,13;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;10353;4;шт;306,13;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;10353;29;шт;306,13;Краснодар;ул. Российская, д. 252;;0
29.05.2024;10353;10;шт;306,13;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;10053;9;шт;120,18;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;10053;19;шт;120,18;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;10053;11;шт;120,18;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;10053;11;шт;120,18;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;10053;4;шт;120,18;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;10053;10;шт;120,18;Краснодар;ул. Российская, д. 252;;0
29.05.2024;10053;44;шт;120,18;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;10053;14;шт;120,18;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;10053;7;шт;120,18;Краснодар;;;0
29.05.2024;CM274032;200;шт;2,81;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;CM274032;200;шт;2,81;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM274032;200;шт;2,81;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;CM274032;400;шт;2,81;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM274032;200;шт;2,81;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;CM274032;200;шт;2,81;Краснодар;;;0
29.05.2024;50016;6;шт;157,72;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;50016;10;шт;157,72;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;50016;5;шт;157,72;Краснодар;ул. Российская, д. 252;;0
29.05.2024;50016;8;шт;157,72;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;38364;1;шт;1183,5;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;502001;2;шт;326,21;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;502001;1;шт;326,21;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;502001;1;шт;326,21;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;502001;1;шт;326,21;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25335;75;шт;30,5;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25335;100;шт;30,5;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25335;20;шт;30,5;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;CM210625;12;шт;28,81;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM210625;7;шт;28,81;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;CM210625;20;шт;28,81;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM211030;8;шт;69,94;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;02155;2;м;1131,31;Краснодар;ул. Российская, д. 252;;0
29.05.2024;37501;14;шт;97,78;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;55114;35;шт;109,8;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01415;18;м;151,13;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01415;44;м;151,13;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;03270;10;шт;398,86;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00595;5;шт;65,57;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00595;16;шт;65,57;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00595;20;шт;65,57;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00595;10;шт;65,57;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00595;73;шт;65,57;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;50116;22;шт;81,67;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;50116;26;шт;81,67;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;50116;9;шт;81,67;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;50116;4;шт;81,67;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;50116;9;шт;81,67;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;54640;2;шт;278,78;Краснодар;ул. Российская, д. 252;;0
29.05.2024;50240;7;шт;289,25;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;50240;20;шт;289,25;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;50240;45;шт;289,25;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;50250;2;шт;348,04;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;50250;5;шт;348,04;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;50250;6;шт;348,04;Краснодар;ул. Российская, д. 252;;0
29.05.2024;50250;38;шт;348,04;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;50050;4;шт;571,14;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00313;6;м;172,56;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00313;6;м;172,56;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00313;18;м;172,56;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;04302;18;шт;132,55;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36008;3;шт;1820,01;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00525;6;шт;33,76;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00525;4;шт;33,76;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00525;2;шт;33,76;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00525;2;шт;33,76;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;00525;4;шт;33,76;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00525;32;шт;33,76;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00525;2;шт;33,76;Краснодар;;;0
29.05.2024;00390;8;шт;45,59;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00390;2;шт;45,59;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00390;6;шт;45,59;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00390;5;шт;45,59;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00390;10;шт;45,59;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00390;2;шт;45,59;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;01737;3;шт;113,2;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01737;2;шт;113,2;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;00654;1;шт;103,98;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00654;1;шт;103,98;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM273150;32;шт;76,82;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;30266;1;шт;433,78;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;03273;3;шт;137,01;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;03273;20;шт;137,01;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01753;2;шт;116,79;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01753;2;шт;116,79;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01753;1;шт;116,79;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01753;4;шт;116,79;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;54963;3;шт;96,03;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;54963;9;шт;96,03;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM410625;7;шт;51,41;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM410625;5;шт;51,41;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;CM410625;10;шт;51,41;Краснодар;ул. Российская, д. 252;;0
29.05.2024;55140;9;шт;447,36;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;51132;207;шт;27,65;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;51132;629;шт;27,65;Краснодар;ул. Российская, д. 252;;0
29.05.2024;51132;40;шт;27,65;Краснодар;;;0
29.05.2024;01757;3;шт;500,62;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01757;2;шт;500,62;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01757;3;шт;500,62;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01757;2;шт;500,62;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01757;2;шт;500,62;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01757;5;шт;500,62;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01758;6;шт;749,91;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;AIR70409;10;шт;31,62;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;AIR70409;4;шт;31,62;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01762;1;шт;841,18;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01762;2;шт;841,18;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01762;3;шт;841,18;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;AIR70401;7;шт;34,14;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;AIR70401;3;шт;34,14;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01408;4;шт;554,26;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01767;1;шт;4834,29;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;BBA3020;1;шт;795,59;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;FC37004;180;шт;25,71;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM070620;29;шт;32,11;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;35311;2;м;679,68;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;55025;24;шт;29,44;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;55025;20;шт;29,44;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;55025;12;шт;29,44;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;55025;8;шт;29,44;Краснодар;ул. Российская, д. 252;;0
29.05.2024;ZCB240;1;шт;90,33;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;ZCB240;5;шт;90,33;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;BSV2902;1;шт;1977,15;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;BST4160;2;шт;942,55;Краснодар;ул. Российская, д. 252;;0
29.05.2024;54740;2;шт;425,83;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;FC34247;3;шт;237,17;Краснодар;ул. Российская, д. 252;;0
29.05.2024;LG5000;20;шт;197,88;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM470645;21;шт;70,23;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM470645;9;шт;70,23;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;BBM5015;1;шт;506,83;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;FBC3020;2;шт;233,29;Краснодар;ул. Российская, д. 252;;0
29.05.2024;53346;14;шт;33,37;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;53346;7;шт;33,37;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;53346;11;шт;33,37;Краснодар;ул. Российская, д. 252;;0
29.05.2024;53346;28;шт;33,37;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36004K;5;уп;2307,53;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36783;1;шт;956,2;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36784K;6;уп;2685,35;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25350SR;169;шт;5,43;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25350SR;100;шт;5,43;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25350SR;100;шт;5,43;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;26502;47;шт;14,9;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25235;50;шт;30,5;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25235;10;шт;30,5;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;BBL5015;21;шт;757,67;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;PASW2329N;23;шт;31,33;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;50925;4;шт;9,6;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;FC33834;3;шт;2571,86;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36235K;10;уп;2137,78;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36264;1;шт;990,59;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36236;22;шт;945,04;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;37164;1;шт;4034,29;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36543;5;шт;828,09;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;30584;4;шт;59,07;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;37301;2;шт;85,85;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;37410;7;шт;740,01;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;BSD2120;10;шт;4466,66;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;BBA2030;5;шт;2061,54;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;BMA1013;2;м;127,88;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;38063;9;шт;1758,8;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;BPL2930;150;м;546,5;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25303CUV;54;шт;1,55;Краснодар;;;0
29.05.2024;25331UV;95;шт;23,79;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25331UV;10;шт;23,79;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25331UV;50;шт;23,79;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;87187;1;шт;726,99;Краснодар;ул. Российская, д. 252;;0
29.05.2024;27612;1;шт;69,24;Краснодар;ул. Российская, д. 252;;0
29.05.2024;R5KTB1210;1;шт;32291,3;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25206;83;шт;2,05;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25206;100;шт;2,05;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25309;20;шт;1,94;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25314;55;шт;2,79;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25210;80;шт;4,98;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25210;2;шт;4,98;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25210;47;шт;4,98;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25210;39;шт;4,98;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25333SR;347;шт;24,54;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25333SR;160;шт;24,54;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25333SR;180;шт;24,54;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25333SR;300;шт;24,54;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25333SR;47;шт;24,54;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25333SR;200;шт;24,54;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25333SR;1100;шт;24,54;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25333SR;195;шт;24,54;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25333SR;89;шт;24,54;Краснодар;;;0
29.05.2024;25323;30;шт;7,28;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25323;3;шт;7,28;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25323;45;шт;7,28;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25325;16;шт;11,12;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25325;22;шт;11,12;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25325;100;шт;11,12;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25325;10;шт;11,12;Краснодар;;;0
29.05.2024;36843;2;шт;772,61;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;SCG90500;8;шт;436,89;Краснодар;ул. Российская, д. 252;;0
29.05.2024;SCG90500;21;шт;436,89;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25350;100;шт;9,02;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;BMS1040;2;шт;1360,62;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM020620;1;шт;5,92;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;CM020620;4;шт;5,92;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM080830;2;шт;14,94;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM130600;498;шт;1,55;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM130600;159;шт;1,55;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;CM130600;117;шт;1,55;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM130600;100;шт;1,55;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;CM130600;38;шт;1,55;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM130600;1133;шт;1,55;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM130800;1;шт;2,33;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM130800;2;шт;2,33;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM130800;1129;шт;2,33;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM131000;1;шт;4,07;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM131200;5;шт;5,53;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM131200;9;шт;5,53;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;50132;10;шт;137,35;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;50132;7;шт;137,35;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;50132;11;шт;137,35;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00305;16;м;122,03;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00305;18;м;122,03;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00305;10;м;122,03;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;00305;20;м;122,03;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00305;18;м;122,03;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;00305;14;м;122,03;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00305;26;м;122,03;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00305;10;м;122,03;Краснодар;;;0
29.05.2024;25313SR;530;шт;2,99;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25313SR;600;шт;2,99;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25313SR;100;шт;2,99;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25313SR;678;шт;2,99;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25313SR;298;шт;2,99;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25313SR;400;шт;2,99;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25313SR;2350;шт;2,99;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25313SR;400;шт;2,99;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25313SR;98;шт;2,99;Краснодар;;;0
29.05.2024;25327;20;шт;14,77;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25327;49;шт;14,77;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25327;61;шт;14,77;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25329;17;шт;18,24;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25329;10;шт;18,24;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25329;8;шт;18,24;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25329;75;шт;18,24;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25329;26;шт;18,24;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25329;79;шт;18,24;Краснодар;;;0
29.05.2024;09501;10;м;814,8;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;09501;10;м;814,8;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;09501;8;м;814,8;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;09501;6;м;814,8;Краснодар;ул. Российская, д. 252;;0
29.05.2024;09501;2;м;814,8;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01766;1;шт;1114,24;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;025112;2;шт;362,1;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;025112;10;шт;362,1;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;57040;14;м;261,12;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;11920;31;м;120,28;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;11920;35;м;120,28;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25313;80;шт;2,94;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25215;56;шт;3,82;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25215;100;шт;3,82;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25315;99;шт;2,89;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25315;130;шт;2,89;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25315;28;шт;2,89;Краснодар;;;0
29.05.2024;25319;50;шт;6,11;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM021025;4;шт;19,5;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM021025;1;шт;19,5;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36664K;12;уп;2633,84;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM081240;120;шт;39,87;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;CM081280;11;шт;59,17;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM081280;20;шт;59,17;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM081280;33;шт;59,17;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;36722;1;шт;694,11;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;502002;5;компл;389,26;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;501010;25;шт;17,33;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;501010;10;шт;17,33;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;53347;10;шт;32,5;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;53347;3;шт;32,5;Краснодар;ул. Российская, д. 252;;0
29.05.2024;53347;11;шт;32,5;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;53348;1;шт;38,99;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;53348;3;шт;38,99;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;53348;2;шт;38,99;Краснодар;ул. Российская, д. 252;;0
29.05.2024;53348;88;шт;38,99;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;DIS2133236;1;шт;887,26;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25306;10;шт;1,31;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25306;99;шт;1,31;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25306;85;шт;1,31;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25208;18;шт;7,73;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25212;43;шт;1,74;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25205;32;шт;1,1;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25307;11;шт;1,58;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25307;10;шт;1,58;Краснодар;;;0
29.05.2024;50020;9;шт;188,18;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;50020;3;шт;188,18;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;09500;6;м;945,56;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;45015;30;шт;628,56;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00883;1;шт;46,17;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00883;11;шт;46,17;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00883;6;шт;46,17;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00591;7;шт;78,76;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00591;4;шт;78,76;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00591;2;шт;78,76;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;00591;5;шт;78,76;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00591;4;шт;78,76;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00591;9;шт;78,76;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00591;4;шт;78,76;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;10363;10;шт;390,72;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;10063;30;шт;153,94;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;45025;30;шт;602,37;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;45017;1;шт;538;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;45017;8;шт;538;Краснодар;ул. Кр. Партизан, д. 194;;0
