Складские остатки на дату;Код продукции ДКС;Количество;Базовая единица измерения ;Сумма с НДС ;Город;Адрес офиса продаж дистр.;Внутр. код офиса продаж дистр.;Срок доставки
29.05.2024;71750;18;м;123,87;Краснодар;ул. Российская, д. 252;;0
29.05.2024;71750;140;м;123,87;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25209SR;114;шт;1,55;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25209SR;270;шт;1,55;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25209SR;100;шт;1,55;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25209SR;800;шт;1,55;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25209SR;100;шт;1,55;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25209SR;300;шт;1,55;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25209SR;200;шт;1,55;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25209SR;200;шт;1,55;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25209SR;100;шт;1,55;Краснодар;;;0
29.05.2024;54100;23;шт;571,62;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;54100;2;шт;571,62;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;54100;7;шт;571,62;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;54100;2;шт;571,62;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;54100;7;шт;571,62;Краснодар;ул. Российская, д. 252;;0
29.05.2024;54100;29;шт;571,62;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;54100;8;шт;571,62;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;54100;1;шт;571,62;Краснодар;;;0
29.05.2024;50220;103;шт;106,8;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;50220;20;шт;106,8;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;50220;5;шт;106,8;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;50220;20;шт;106,8;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;50220;5;шт;106,8;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;50220;20;шт;106,8;Краснодар;ул. Российская, д. 252;;0
29.05.2024;50220;152;шт;106,8;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;50220;20;шт;106,8;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;50220;5;шт;106,8;Краснодар;;;0
29.05.2024;25214SR;840;шт;2,33;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25214SR;1269;шт;2,33;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25214SR;100;шт;2,33;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25214SR;400;шт;2,33;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25214SR;500;шт;2,33;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25214SR;400;шт;2,33;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25214SR;2050;шт;2,33;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25214SR;400;шт;2,33;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25214SR;200;шт;2,33;Краснодар;;;0
29.05.2024;25314SR;2309;шт;2,75;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25314SR;2647;шт;2,75;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25314SR;800;шт;2,75;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25314SR;500;шт;2,75;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25314SR;975;шт;2,75;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25314SR;700;шт;2,75;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25314SR;8100;шт;2,75;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25314SR;1398;шт;2,75;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25314SR;399;шт;2,75;Краснодар;;;0
29.05.2024;01332;10;м;722,07;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01332;12;м;722,07;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01332;12;м;722,07;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01332;8;м;722,07;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01332;4;м;722,07;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01332;12;м;722,07;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01332;58;м;722,07;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01332;10;м;722,07;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;01332;8;м;722,07;Краснодар;;;0
29.05.2024;MD63N-2PC16;4;шт;640,59;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-2PC16;3;шт;640,59;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-2PC16;6;шт;640,59;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-2PC16;6;шт;640,59;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-2PC16;4;шт;640,59;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-2PC16;4;шт;640,59;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-2PC16;9;шт;640,59;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-2PC16;2;шт;640,59;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-2PC16;7;шт;640,59;Краснодар;;;0
29.05.2024;84608;4;шт;1597,92;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;84608;2;шт;1597,92;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;84608;1;шт;1597,92;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;84608;3;шт;1597,92;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;84608;2;шт;1597,92;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;84608;2;шт;1597,92;Краснодар;ул. Российская, д. 252;;0
29.05.2024;84608;2;шт;1597,92;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;84608;3;шт;1597,92;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;84608;2;шт;1597,92;Краснодар;;;0
29.05.2024;01723;2;шт;541,07;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01723;3;шт;541,07;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01723;3;шт;541,07;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01723;3;шт;541,07;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01723;3;шт;541,07;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01723;3;шт;541,07;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;01723;3;шт;541,07;Краснодар;;;0
29.05.2024;51050;19;шт;39,58;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;51050;100;шт;39,58;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;51050;9;шт;39,58;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;51050;200;шт;39,58;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;51050;19;шт;39,58;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;51050;106;шт;39,58;Краснодар;ул. Российская, д. 252;;0
29.05.2024;51050;520;шт;39,58;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;51050;6;шт;39,58;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;51050;20;шт;39,58;Краснодар;;;0
29.05.2024;00868;5;шт;118,63;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00868;4;шт;118,63;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00868;2;шт;118,63;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;00868;4;шт;118,63;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00868;2;шт;118,63;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;00868;8;шт;118,63;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00868;5;шт;118,63;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;00578;7;шт;50,05;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;00578;6;шт;50,05;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;00578;4;шт;50,05;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;00578;5;шт;50,05;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;00578;3;шт;50,05;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;00578;4;шт;50,05;Краснодар;ул. Российская, д. 252;;0
29.05.2024;00578;13;шт;50,05;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;00578;7;шт;50,05;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;00578;2;шт;50,05;Краснодар;;;0
29.05.2024;01706;2;шт;682,59;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01706;2;шт;682,59;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01706;1;шт;682,59;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01706;5;шт;682,59;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01706;4;шт;682,59;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01706;2;шт;682,59;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01706;5;шт;682,59;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;01722;4;шт;655,33;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01722;3;шт;655,33;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01722;1;шт;655,33;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01722;4;шт;655,33;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01722;1;шт;655,33;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01722;10;шт;655,33;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01722;4;шт;655,33;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01722;10;шт;655,33;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;01761;5;шт;446,88;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01761;2;шт;446,88;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01761;2;шт;446,88;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01761;2;шт;446,88;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01761;3;шт;446,88;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01761;3;шт;446,88;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01713;4;шт;768,05;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01713;2;шт;768,05;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01713;2;шт;768,05;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01713;2;шт;768,05;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01713;2;шт;768,05;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01713;2;шт;768,05;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01713;3;шт;768,05;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01713;2;шт;768,05;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-1C16-6;39;шт;366,18;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-1C16-6;34;шт;366,18;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-1C16-6;13;шт;366,18;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63-1C16-6;26;шт;366,18;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-1C16-6;11;шт;366,18;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-1C16-6;52;шт;366,18;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-1C16-6;91;шт;366,18;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-1C16-6;25;шт;366,18;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-1C16-6;10;шт;366,18;Краснодар;;;0
29.05.2024;25210SR;319;шт;3,88;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25210SR;516;шт;3,88;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25210SR;200;шт;3,88;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25210SR;300;шт;3,88;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25210SR;200;шт;3,88;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25210SR;769;шт;3,88;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25210SR;1500;шт;3,88;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25210SR;300;шт;3,88;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25210SR;200;шт;3,88;Краснодар;;;0
29.05.2024;54110;10;шт;388,87;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;54110;9;шт;388,87;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;54110;3;шт;388,87;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;54110;3;шт;388,87;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;54110;4;шт;388,87;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;54110;2;шт;388,87;Краснодар;ул. Российская, д. 252;;0
29.05.2024;54110;49;шт;388,87;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;54110;3;шт;388,87;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;54110;3;шт;388,87;Краснодар;;;0
29.05.2024;91940;748;м;65,18;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;91940;161;м;65,18;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;91940;32;м;65,18;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;91940;38;м;65,18;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;91940;60;м;65,18;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;91940;67;м;65,18;Краснодар;ул. Российская, д. 252;;0
29.05.2024;91940;2575;м;65,18;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;91940;68;м;65,18;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;91940;120;м;65,18;Краснодар;;;0
29.05.2024;53342;320;шт;13,1;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;59415;4;шт;969,32;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;59415;1;шт;969,32;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;59415;2;шт;969,32;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;59415;1;шт;969,32;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;59415;3;шт;969,32;Краснодар;ул. Российская, д. 252;;0
29.05.2024;59415;1;шт;969,32;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;59415;3;шт;969,32;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;59415;1;шт;969,32;Краснодар;;;0
29.05.2024;BBL5010;108;шт;658,82;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25215SR;200;шт;3,2;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25215SR;100;шт;3,2;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25215SR;100;шт;3,2;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25215SR;300;шт;3,2;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;25215SR;200;шт;3,2;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25215SR;300;шт;3,2;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25215SR;800;шт;3,2;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25215SR;200;шт;3,2;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25215SR;100;шт;3,2;Краснодар;;;0
29.05.2024;25334SR;101;шт;36,18;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;25334SR;141;шт;36,18;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;25334SR;105;шт;36,18;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;25334SR;96;шт;36,18;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;25334SR;180;шт;36,18;Краснодар;ул. Российская, д. 252;;0
29.05.2024;25334SR;57;шт;36,18;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;25334SR;100;шт;36,18;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;25334SR;100;шт;36,18;Краснодар;;;0
29.05.2024;35510;4;м;170,33;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;35510;4;м;170,33;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;35510;4;м;170,33;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;35510;68;м;170,33;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;35010;56;м;343,67;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;35523;3;м;286,73;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;35523;114;м;286,73;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01707;4;шт;631,28;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01707;2;шт;631,28;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01707;2;шт;631,28;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01707;1;шт;631,28;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01707;3;шт;631,28;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01707;2;шт;631,28;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01707;4;шт;631,28;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01707;3;шт;631,28;Краснодар;;;0
29.05.2024;CM410831;10;шт;66,25;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;CM410831;41;шт;66,25;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;CM410831;15;шт;66,25;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;CM410831;20;шт;66,25;Краснодар;ул. Российская, д. 252;;0
29.05.2024;CM410831;90;шт;66,25;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;52500;10;шт;42,97;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;52500;17;шт;42,97;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;52500;10;шт;42,97;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;52500;12;шт;42,97;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;52500;3;шт;42,97;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;52500;25;шт;42,97;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;52500;6;шт;42,97;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;52500;5;шт;42,97;Краснодар;;;0
29.05.2024;53100;2;шт;143,08;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;53100;5;шт;143,08;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;53100;3;шт;143,08;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;53100;2;шт;143,08;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;53100;2;шт;143,08;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;53361;24;шт;39,77;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;53361;95;шт;39,77;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;53361;17;шт;39,77;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;54950;17;шт;87,11;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;54950;7;шт;87,11;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;54950;7;шт;87,11;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;54950;2;шт;87,11;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;54950;4;шт;87,11;Краснодар;ул. Российская, д. 252;;0
29.05.2024;54950;67;шт;87,11;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;91950;41;м;108,35;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;91950;40;м;108,35;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;91950;19;м;108,35;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;91950;19;м;108,35;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;91950;15;м;108,35;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;91950;26;м;108,35;Краснодар;ул. Российская, д. 252;;0
29.05.2024;91950;95;м;108,35;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;91950;48;м;108,35;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-3C32-6;4;шт;1494,38;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63-3C32-6;5;шт;1494,38;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63-3C32-6;5;шт;1494,38;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63-3C32-6;4;шт;1494,38;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63-3C32-6;5;шт;1494,38;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63-3C32-6;2;шт;1494,38;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63-3C32-6;28;шт;1494,38;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63-3C32-6;6;шт;1494,38;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63-3C32-6;3;шт;1494,38;Краснодар;;;0
29.05.2024;MD63N-3PC40;6;шт;1055,46;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-3PC40;5;шт;1055,46;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-3PC40;4;шт;1055,46;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-3PC40;4;шт;1055,46;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-3PC40;4;шт;1055,46;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-3PC40;3;шт;1055,46;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-3PC40;22;шт;1055,46;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-3PC40;3;шт;1055,46;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-3PC40;4;шт;1055,46;Краснодар;;;0
29.05.2024;01782;20;м;442,61;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;01782;12;м;442,61;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;01782;12;м;442,61;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;01782;34;м;442,61;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;01782;14;м;442,61;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;01782;34;м;442,61;Краснодар;ул. Российская, д. 252;;0
29.05.2024;01782;118;м;442,61;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;01782;2;м;442,61;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;01782;14;м;442,61;Краснодар;;;0
29.05.2024;81536;3;шт;5185,13;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;81536;2;шт;5185,13;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;81536;5;шт;5185,13;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;81536;1;шт;5185,13;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;81536;3;шт;5185,13;Краснодар;ул. Российская, д. 252;;0
29.05.2024;81536;11;шт;5185,13;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;81536;1;шт;5185,13;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;81536;1;шт;5185,13;Краснодар;;;0
29.05.2024;MKCCS1;200;шт;1,46;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MKCCS1;205;шт;1,46;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MKCCS1;70;шт;1,46;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MKCCS1;15;шт;1,46;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MKCCS1;800;шт;1,46;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MKF0S1;100;шт;1,46;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MKF0S1;160;шт;1,46;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MKF0S1;100;шт;1,46;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MKF0S1;850;шт;1,46;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MKF5S1;135;шт;1,46;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MKF5S1;170;шт;1,46;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MKF5S1;50;шт;1,46;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MKF5S1;86;шт;1,46;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MKF5S1;50;шт;1,46;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-3PC32;8;шт;1055,46;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;MD63N-3PC32;18;шт;1055,46;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;MD63N-3PC32;4;шт;1055,46;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;MD63N-3PC32;6;шт;1055,46;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;MD63N-3PC32;4;шт;1055,46;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;MD63N-3PC32;5;шт;1055,46;Краснодар;ул. Российская, д. 252;;0
29.05.2024;MD63N-3PC32;21;шт;1055,46;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;MD63N-3PC32;3;шт;1055,46;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;MD63N-3PC32;5;шт;1055,46;Краснодар;;;0
29.05.2024;71925;401;м;36,96;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;71925;376;м;36,96;Краснодар;ул. Кр. Партизан, д. 194;;0
29.05.2024;71925;42;м;36,96;Краснодар;ул. Солнечная, д. 25;;0
29.05.2024;71925;218;м;36,96;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;71925;274;м;36,96;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;71925;139;м;36,96;Краснодар;ул. Российская, д. 252;;0
29.05.2024;71925;755;м;36,96;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;71925;124;м;36,96;Краснодар;ул. Западный обход, д. 34;;0
29.05.2024;71925;120;м;36,96;Краснодар;;;0
29.05.2024;50332;2;шт;529,14;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;50332;1;шт;529,14;Краснодар;ул. Дзержинского, д. 98/3;;0
29.05.2024;50332;4;шт;529,14;Краснодар;ул. Уральская, д. 87;;0
29.05.2024;50332;18;шт;529,14;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;50340;1;шт;788,61;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;50340;2;шт;788,61;Краснодар;ул. Российская, д. 252;;0
29.05.2024;50340;8;шт;788,61;Краснодар;ул. Текстильная, д. 9Б;;0
29.05.2024;121950;16;м;109,51;Краснодар;ул. Онежская, д. 60;;0
29.05.2024;121950;40;м;109,51;Краснодар;ул. Кр. Партизан, д. 194;;0
